hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,DistanceFromHome,Education,EmployeeCount,JobLevel,MonthlyIncome,NumCompaniesWorked,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,BusinessTravel_Travel_Frequently,BusinessTravel_Travel_Rarely,Department_Research & Development,Department_Sales,EducationField_Life Sciences,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_Technical Degree,Gender_Male,JobRole_Human Resources,JobRole_Laboratory Technician,JobRole_Manager,JobRole_Manufacturing Director,JobRole_Research Director,JobRole_Research Scientist,JobRole_Sales Executive,JobRole_Sales Representative,MaritalStatus_Married,MaritalStatus_Single,Attrition_Yes
5.967877063810556,10,2,3,1.0,4.0,2.0,40,1,4,1,2,50710,8.0,8,1,8.0,3,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,False
7.573883311021667,11,3,3,1.0,4.0,3.0,40,1,4,1,1,48690,4.0,8,0,14.0,2,11,11,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
9.46033132530111,16,2,3,1.0,2.0,3.0,26,4,3,1,3,68540,2.0,8,0,5.0,5,3,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,True
9.773067826862778,17,2,3,1.0,3.0,3.0,30,2,3,1,2,40000,4.0,8,0,7.0,5,5,0,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True
9.97234158857639,10,3,4,4.0,4.0,1.0,35,2,1,1,3,106090,1.0,8,0,10.0,3,10,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5.9575881302988885,17,4,3,2.0,3.0,3.0,34,2,5,1,2,49990,3.0,8,2,10.0,2,5,4,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False
7.6708422579205555,4,3,3,3.0,3.0,4.0,45,19,4,1,1,71190,4.0,8,0,9.0,2,5,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,True,False,False
7.323312137438611,19,3,4,4.0,4.0,3.0,26,1,3,1,2,175840,1.0,8,0,8.0,2,8,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
8.054708835341112,13,2,4,3.0,1.0,3.0,35,4,4,1,1,180410,3.0,8,1,15.0,3,7,1,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
9.987827978580832,4,3,3,3.0,1.0,3.0,37,9,3,1,2,54840,4.0,8,0,7.0,4,3,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
6.7047991967869445,16,2,3,2.0,4.0,2.0,38,9,4,1,1,43120,0.0,8,1,10.0,2,9,1,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
8.854930834448888,5,2,3,2.0,4.0,3.0,38,8,2,1,1,25140,3.0,8,0,15.0,2,1,1,False,True,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False
5.841193663543056,19,4,3,3.0,4.0,3.0,29,8,3,1,4,52960,4.0,8,0,11.0,3,7,1,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
5.852395136099722,6,3,3,4.0,4.0,3.0,42,8,2,1,5,40140,8.0,8,1,24.0,3,1,0,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
6.203979250334444,22,3,3,3.0,4.0,4.0,32,10,4,1,1,42330,1.0,8,0,10.0,5,10,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
6.306462516733333,11,3,3,3.0,1.0,2.0,21,1,4,1,1,57750,1.0,8,0,1.0,2,1,1,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
9.946910977242222,1,2,3,3.0,4.0,3.0,50,6,3,1,1,23420,1.0,8,1,32.0,2,32,13,True,False,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False
7.066681169120834,14,4,3,2.0,2.0,3.0,21,1,2,1,5,27910,1.0,8,0,1.0,3,1,1,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True
6.5220504239177775,14,3,3,4.0,3.0,3.0,41,2,3,1,2,47410,6.0,8,0,8.0,3,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
8.824550423917778,10,2,3,4.0,2.0,3.0,30,9,3,1,1,90710,0.0,8,1,12.0,2,11,5,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
6.247105087014722,18,3,3,4.0,2.0,3.0,55,23,5,1,3,36970,3.0,8,1,23.0,1,3,1,True,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
10.175152833556387,3,3,3,4.0,3.0,3.0,34,2,3,1,2,28180,1.0,8,1,10.0,2,10,8,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6.021955600178333,9,3,3,4.0,2.0,3.0,34,9,3,1,2,53680,2.0,8,1,9.0,2,3,1,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
9.923053324408611,11,2,3,4.0,3.0,3.0,35,4,3,1,2,78980,7.0,8,0,5.0,2,2,2,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
9.910139446675556,9,2,3,3.0,3.0,4.0,41,1,1,1,3,25150,0.0,8,0,23.0,2,22,13,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False
9.865640339134169,15,3,3,4.0,4.0,3.0,42,15,1,1,2,46680,9.0,8,2,8.0,2,4,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
7.084760151717778,11,2,3,4.0,1.0,2.0,27,29,1,1,2,43250,1.0,8,0,9.0,2,9,1,True,False,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
6.359123159303612,16,3,3,2.0,4.0,3.0,48,6,3,1,1,108540,2.0,8,1,14.0,6,9,6,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
6.698487282463056,7,2,4,3.0,2.0,3.0,42,10,3,1,2,66510,0.0,8,0,10.0,5,9,4,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
7.433730477465278,17,1,3,1.0,3.0,3.0,23,23,1,1,2,173280,1.0,8,1,2.0,2,2,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
9.593167112895832,3,2,3,3.0,3.0,2.0,42,4,3,1,2,20830,0.0,8,2,21.0,3,20,2,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
5.754919678714722,14,3,3,3.0,3.0,4.0,31,14,2,1,2,23020,4.0,8,0,13.0,3,11,4,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5.661854082998612,15,3,3,1.0,4.0,2.0,34,2,3,1,4,46950,1.0,8,1,14.0,2,14,2,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
7.672952922802223,10,4,3,3.0,3.0,2.0,37,29,4,1,1,78800,3.0,8,1,9.0,2,4,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
5.978549754573611,12,3,3,1.0,2.0,3.0,28,7,3,1,2,29760,1.0,8,0,1.0,3,1,0,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True
5.866442436412222,12,3,3,1.0,1.0,1.0,60,10,3,1,1,22690,5.0,8,1,33.0,4,29,11,False,True,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
7.004972110664722,22,3,3,3.0,2.0,1.0,47,3,2,1,2,39550,7.0,8,1,4.0,5,1,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
6.62365015618,16,3,3,3.0,2.0,3.0,27,20,4,1,2,34850,9.0,8,2,4.0,2,2,2,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
6.532518964747778,14,1,3,2.0,1.0,3.0,46,10,3,1,2,153790,1.0,8,0,24.0,1,24,15,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6.0110408299863884,14,2,3,4.0,3.0,1.0,54,9,2,1,2,29830,7.0,8,1,33.0,2,5,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False
5.572168674698611,18,3,3,3.0,2.0,1.0,23,6,4,1,3,103220,1.0,8,2,3.0,2,3,1,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False
6.940734047300277,15,3,3,2.0,3.0,3.0,36,1,3,1,1,23770,6.0,8,2,15.0,3,1,0,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6.073225122713056,15,3,3,4.0,1.0,3.0,40,1,4,1,2,69320,1.0,8,0,5.0,5,5,1,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
8.071975680499722,15,2,3,4.0,4.0,2.0,29,13,2,1,1,52200,1.0,8,0,1.0,3,1,1,True,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
6.206746987951667,11,3,3,4.0,4.0,3.0,39,2,3,1,3,102520,8.0,8,1,7.0,3,2,2,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False
6.059211289602778,9,3,4,3.0,4.0,2.0,30,10,2,1,3,188800,0.0,8,1,12.0,3,11,6,False,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
6.208324408745833,22,3,3,3.0,4.0,4.0,32,10,4,1,1,42330,1.0,8,0,10.0,5,10,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False
7.381318607764166,10,2,3,3.0,2.0,2.0,35,20,2,1,1,51540,0.0,8,0,12.0,2,11,6,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
9.240784248103331,6,2,3,3.0,4.0,3.0,33,18,2,1,2,63850,1.0,8,0,7.0,6,6,1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
5.797681838464722,12,3,3,1.0,1.0,3.0,20,29,3,1,3,27070,1.0,8,0,1.0,2,1,0,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True
6.285761936635278,14,3,3,1.0,3.0,1.0,39,2,3,1,2,131940,0.0,8,0,10.0,2,9,3,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False
7.439197902721944,5,2,3,4.0,3.0,1.0,32,6,3,1,1,36600,3.0,8,2,10.0,0,4,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,False,False
6.515506470325556,22,3,3,1.0,1.0,3.0,49,6,5,1,2,23420,3.0,8,0,20.0,2,4,1,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True
7.488596608656667,6,1,3,3.0,4.0,4.0,31,2,2,1,2,53960,7.0,8,1,3.0,2,1,0,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True
9.01836791610861,17,3,3,4.0,4.0,3.0,28,2,3,1,2,21270,1.0,8,0,2.0,3,2,2,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
7.381584114234444,7,3,3,1.0,1.0,2.0,38,4,3,1,2,23060,2.0,8,1,13.0,5,4,1,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6.9203145917,19,3,3,1.0,3.0,3.0,43,3,3,1,1,90940,1.0,8,1,10.0,0,10,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
8.694279339580278,6,3,3,4.0,3.0,2.0,37,9,4,1,2,20860,4.0,8,0,17.0,3,3,1,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6.62479361892,6,2,3,3.0,3.0,1.0,35,6,3,1,3,31020,1.0,8,1,6.0,3,5,1,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7.0714357429716665,15,3,3,1.0,3.0,3.0,37,20,5,1,2,68040,4.0,8,1,8.0,1,3,0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
9.197425256581669,18,3,3,2.0,4.0,2.0,40,2,4,1,4,50330,2.0,8,2,6.0,6,4,0,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False
7.1154228023202775,3,4,3,2.0,4.0,3.0,42,21,2,1,1,22010,4.0,8,1,16.0,3,1,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10.169387550200556,8,2,4,4.0,2.0,3.0,35,2,1,1,2,18590,0.0,8,1,4.0,2,3,0,False,True,False,True,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
6.691999107541111,20,3,3,2.0,4.0,2.0,30,9,4,1,1,87220,1.0,8,1,10.0,3,10,0,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
10.547551316376389,10,3,3,4.0,1.0,3.0,46,12,3,1,3,89430,8.0,8,1,19.0,6,16,1,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
7.748540829986389,7,3,4,1.0,3.0,2.0,25,2,4,1,2,27850,0.0,8,0,6.0,2,5,0,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False
6.890585676037222,7,1,3,4.0,2.0,4.0,20,17,4,1,1,22930,1.0,8,2,1.0,3,1,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
8.088929049531389,20,3,4,4.0,3.0,4.0,29,8,4,1,1,23770,8.0,8,1,10.0,2,3,0,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
5.508211735831944,20,3,3,3.0,3.0,3.0,36,1,2,1,2,86060,1.0,8,2,17.0,3,17,12,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
5.723318830878889,22,2,3,1.0,3.0,1.0,37,10,4,1,3,30720,5.0,8,0,17.0,3,14,11,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
6.7463688085675,9,3,3,3.0,2.712380300957592,3.0,26,14,3,1,2,75100,0.0,8,3,7.0,3,6,0,True,False,False,True,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,True
9.640771976795833,9,1,3,2.0,2.0,2.0,58,3,3,1,1,52060,4.0,8,3,9.0,4,1,0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
7.806171352074722,5,3,3,3.0,1.0,3.0,30,7,3,1,3,23130,2.0,8,0,12.0,5,7,1,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
7.227138554216666,6,2,3,2.0,3.0,3.0,25,2,3,1,1,190940,1.0,8,0,7.0,3,7,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
5.766157965193889,14,2,3,4.0,3.0,3.0,52,29,3,1,2,29420,8.0,8,1,9.0,1,5,1,False,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False
6.871410084783333,7,3,3,3.0,1.0,3.0,43,5,3,1,2,96990,8.0,8,1,18.0,3,8,0,True,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6.515682730923611,10,4,3,3.0,1.0,2.0,26,2,2,1,2,20800,0.0,8,0,8.0,6,7,7,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
6.9050513163763885,11,2,4,4.0,2.0,3.0,49,2,2,1,1,63800,6.0,8,1,22.0,1,9,2,False,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False
9.836432396251666,11,1,3,3.0,4.0,2.0,28,15,4,1,2,41970,1.0,8,0,1.0,3,1,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True
6.296951137884722,8,3,4,4.0,4.0,4.0,32,2,3,1,3,77560,0.0,8,0,9.0,3,8,0,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
8.894717759928334,13,3,3,1.0,2.0,3.0,36,1,3,1,2,53090,3.0,8,0,15.0,5,5,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False
9.162842481035,16,2,3,4.0,2.0,3.0,40,8,1,1,1,59850,2.0,8,3,9.0,1,5,1,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True
7.554045069165277,17,4,3,1.0,3.0,2.0,53,10,4,1,2,20700,4.0,8,2,27.0,2,3,0,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
5.925844489067222,7,3,3,4.0,3.0,3.0,30,1,4,1,1,53010,1.0,8,1,10.0,3,10,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False
8.972376171351945,16,3,3,4.0,3.0,4.0,38,2,4,1,3,50790,3.0,8,0,10.0,3,5,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
9.978037706380832,19,3,4,3.0,2.0,3.0,31,1,3,1,4,28670,0.0,8,0,3.0,5,2,2,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False
6.299940874609445,10,2,3,3.0,1.0,3.0,33,9,2,1,4,29090,2.0,8,0,10.0,2,5,1,True,False,False,True,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False
5.9234002677375,16,2,3,1.0,3.0,1.0,37,10,4,1,3,30720,5.0,8,0,17.0,3,14,11,False,True,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True
6.446319723337778,15,3,4,3.0,3.0,3.0,34,28,3,1,1,56770,9.0,8,1,6.0,3,3,1,False,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
5.849790272199722,10,3,3,3.0,1.0,3.0,24,10,2,1,1,23560,0.0,8,0,2.0,5,1,0,False,True,False,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False
8.385918116911945,19,2,3,2.0,1.0,4.0,36,25,1,1,4,170070,9.0,8,1,6.0,2,1,0,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
5.690549977688334,21,3,3,4.0,1.0,3.0,30,9,3,1,1,95820,0.0,8,1,10.0,2,9,0,True,False,False,True,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,True,False
7.645189647478611,21,3,3,3.0,3.0,2.0,53,11,4,1,2,21480,3.0,8,0,21.0,2,5,1,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
7.843922356090833,5,4,3,3.0,3.0,2.0,37,29,4,1,1,78800,3.0,8,1,9.0,2,4,0,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False
6.956659973226111,8,2,3,2.0,3.0,3.0,50,4,2,1,2,167990,7.0,8,1,12.0,2,6,0,True,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
8.088962516733334,20,2,3,4.0,3.0,3.0,35,9,2,1,1,31400,1.0,8,1,17.0,2,17,5,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
7.4154562695225,18,4,3,3.0,1.0,3.0,37,5,3,1,4,21440,6.0,8,0,17.0,3,5,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
6.964200133868611,21,3,3,2.0,2.0,3.0,30,8,4,1,1,191440,0.0,8,0,4.0,3,3,1,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,True
6.471661088799444,11,3,3,2.0,1.0,3.0,45,1,2,1,1,70830,2.0,8,1,25.0,5,1,0,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
7.520837795626944,6,3,4,2.0,4.0,2.0,41,6,3,1,1,102390,3.0,8,3,23.0,3,21,12,False,True,False,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
6.836571842927222,17,3,3,3.0,3.0,3.0,40,1,1,1,1,42860,9.0,8,0,6.0,6,4,0,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
10.234273761713334,4,3,4,4.0,3.0,4.0,30,25,4,1,1,53800,7.0,8,1,4.0,0,2,2,False,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
9.943325524319444,4,2,3,3.0,4.0,3.0,59,16,4,1,5,186650,3.0,8,0,30.0,3,5,4,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
7.11708389112,6,2,3,3.0,4.0,3.0,29,4,3,1,2,35390,1.0,8,0,6.0,2,6,1,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
9.31242748772861,12,3,3,2.0,1.0,3.0,40,22,2,1,1,23230,2.0,8,1,18.0,2,1,0,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False
6.201927710843333,16,3,3,1.0,1.0,4.0,56,10,4,1,2,42580,2.0,8,0,5.0,2,3,1,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False
6.5847043730475,15,4,3,4.0,1.0,1.0,48,8,1,1,2,53760,7.0,8,1,21.0,3,3,0,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False
5.67755243195,19,3,3,1.0,2.0,2.0,40,1,4,1,2,192320,2.0,8,1,11.0,3,1,0,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
8.893444890673612,5,3,3,4.0,1.0,3.0,52,2,1,1,1,99800,0.0,8,1,18.0,2,10,6,False,True,False,True,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False
6.662835787594722,15,3,3,1.0,1.0,4.0,23,2,3,1,1,76370,2.0,8,1,5.0,3,3,0,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
7.412976349843611,19,3,3,2.0,2.0,1.0,37,22,3,1,2,174440,1.0,8,0,8.0,4,8,7,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
5.8924631860775,13,2,3,2.0,1.0,2.0,29,9,3,1,1,111030,1.0,8,0,10.0,5,10,0,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
5.719342927264444,22,3,3,2.0,3.0,3.0,41,19,1,1,2,58280,1.0,8,0,21.0,0,21,5,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
6.3620716198125,18,1,3,2.0,1.0,3.0,46,10,3,1,2,153790,1.0,8,0,24.0,1,24,15,False,True,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False
6.139275992860278,6,2,3,3.0,4.0,2.0,28,7,5,1,2,171230,5.0,8,1,6.0,2,4,0,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
10.63076639892889,8,3,3,1.0,4.0,2.0,44,22,3,1,1,104530,2.0,8,1,10.0,2,3,0,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
6.994064033913333,20,4,3,4.0,4.0,3.0,37,16,3,1,3,33880,3.0,8,0,4.0,2,1,0,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
6.1098951360997225,18,3,3,4.0,3.0,3.0,24,28,3,1,1,118490,1.0,8,1,5.0,3,4,3,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
10.658385765283333,1,2,3,4.0,3.0,3.0,29,29,4,1,2,21270,0.0,8,1,10.0,3,9,0,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
9.170238732708611,13,3,3,4.0,3.0,3.0,24,5,1,1,1,43350,1.0,8,1,5.0,5,5,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False
6.529568273092222,17,2,3,3.0,1.0,2.0,30,3,2,1,2,28620,5.0,8,0,9.0,2,6,0,True,False,False,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True
5.756520526550555,15,2,3,2.0,2.0,3.0,27,11,2,1,1,43930,1.0,8,1,8.0,2,8,0,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
5.920894689870556,23,2,3,3.0,3.0,4.0,38,1,3,1,1,38160,1.0,8,2,7.0,2,7,5,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
