,hrs,absences,JobInvolvement,PerformanceRating,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,Attrition
14,9.97234158857639,10,3,4,4.0,4.0,1.0,35,2,1,2,1,1,1,1,3,0,1,106090,1.0,8,0,10.0,3,10,0,0
15,5.9575881302988885,17,4,3,2.0,3.0,3.0,34,2,1,2,5,5,1,1,2,0,2,49990,3.0,8,2,10.0,2,5,4,0
16,7.6708422579205555,4,3,3,3.0,3.0,4.0,45,2,1,19,4,3,1,1,1,8,1,71190,4.0,8,0,9.0,2,5,0,0
17,7.323312137438611,19,3,4,4.0,4.0,3.0,26,2,2,1,3,2,1,0,2,6,1,175840,1.0,8,0,8.0,2,8,1,0
18,8.054708835341112,13,2,4,3.0,1.0,3.0,35,2,2,4,4,2,1,1,1,2,1,180410,3.0,8,1,15.0,3,7,1,0
19,9.987827978580832,4,3,3,3.0,1.0,3.0,37,2,0,9,3,0,1,1,2,0,0,54840,4.0,8,0,7.0,4,3,0,1
20,6.7047991967869445,16,2,3,2.0,4.0,2.0,38,2,1,9,4,1,1,1,1,7,2,43120,0.0,8,1,10.0,2,9,1,0
21,8.854930834448888,5,2,3,2.0,4.0,3.0,38,2,1,8,2,5,1,0,1,4,1,25140,3.0,8,0,15.0,2,1,1,0
22,5.841193663543056,19,4,3,3.0,4.0,3.0,29,2,1,8,3,3,1,0,4,6,0,52960,4.0,8,0,11.0,3,7,1,0
23,5.852395136099722,6,3,3,4.0,4.0,3.0,42,2,1,8,2,1,1,0,5,3,2,40140,8.0,8,1,24.0,3,1,0,0
24,6.203979250334444,22,3,3,3.0,4.0,4.0,32,2,1,10,4,4,1,0,1,7,1,42330,1.0,8,0,10.0,5,10,0,0
25,6.306462516733333,11,3,3,3.0,1.0,2.0,21,2,1,1,4,1,1,1,1,3,2,57750,1.0,8,0,1.0,2,1,1,1
26,9.946910977242222,1,2,3,3.0,4.0,3.0,50,1,1,6,3,3,1,1,1,3,2,23420,1.0,8,1,32.0,2,32,13,0
27,7.066681169120834,14,4,3,2.0,2.0,3.0,21,2,2,1,2,2,1,1,5,0,2,27910,1.0,8,0,1.0,3,1,1,1
28,6.5220504239177775,14,3,3,4.0,3.0,3.0,41,2,1,2,3,1,1,1,2,6,2,47410,6.0,8,0,8.0,3,2,2,0
29,8.824550423917778,10,2,3,4.0,2.0,3.0,30,2,2,9,3,2,1,0,1,6,1,90710,0.0,8,1,12.0,2,11,5,0
30,6.247105087014722,18,3,3,4.0,2.0,3.0,55,1,1,23,5,1,1,1,3,2,1,36970,3.0,8,1,23.0,1,3,1,0
31,10.175152833556387,3,3,3,4.0,3.0,3.0,34,2,0,2,3,0,1,1,2,4,1,28180,1.0,8,1,10.0,2,10,8,0
32,6.021955600178333,9,3,3,4.0,2.0,3.0,34,2,2,9,3,2,1,0,2,3,2,53680,2.0,8,1,9.0,2,3,1,0
33,9.923053324408611,11,2,3,4.0,3.0,3.0,35,2,1,4,3,1,1,1,2,0,1,78980,7.0,8,0,5.0,2,2,2,0
34,9.910139446675556,9,2,3,3.0,3.0,4.0,41,2,1,1,1,5,1,1,3,2,0,25150,0.0,8,0,23.0,2,22,13,0
35,9.865640339134169,15,3,3,4.0,4.0,3.0,42,2,2,15,1,2,1,1,2,2,1,46680,9.0,8,2,8.0,2,4,0,0
36,7.084760151717778,11,2,3,4.0,1.0,2.0,27,1,1,29,1,1,1,1,2,4,0,43250,1.0,8,0,9.0,2,9,1,0
37,6.359123159303612,16,3,3,2.0,4.0,3.0,48,2,1,6,3,3,1,1,1,2,1,108540,2.0,8,1,14.0,6,9,6,0
38,6.698487282463056,7,2,4,3.0,2.0,3.0,42,2,1,10,3,5,1,1,2,2,1,66510,0.0,8,0,10.0,5,9,4,0
39,7.433730477465278,17,1,3,1.0,3.0,3.0,23,2,1,23,1,1,1,0,2,6,2,173280,1.0,8,1,2.0,2,2,0,0
40,9.593167112895832,3,2,3,3.0,3.0,2.0,42,0,1,4,3,1,1,1,2,2,1,20830,0.0,8,2,21.0,3,20,2,0
41,5.754919678714722,14,3,3,3.0,3.0,4.0,31,0,1,14,2,1,1,1,2,0,1,23020,4.0,8,0,13.0,3,11,4,0
42,5.661854082998612,15,3,3,1.0,4.0,2.0,34,2,2,2,3,2,1,1,4,0,2,46950,1.0,8,1,14.0,2,14,2,0
43,7.672952922802223,10,4,3,3.0,3.0,2.0,37,2,1,29,4,5,1,1,1,2,1,78800,3.0,8,1,9.0,2,4,0,0
44,5.978549754573611,12,3,3,1.0,2.0,3.0,28,1,1,7,3,1,1,1,2,3,0,29760,1.0,8,0,1.0,3,1,0,1
45,5.866442436412222,12,3,3,1.0,1.0,1.0,60,2,1,10,3,1,1,0,1,4,1,22690,5.0,8,1,33.0,4,29,11,0
46,7.004972110664722,22,3,3,3.0,2.0,1.0,47,0,1,3,2,1,1,0,2,7,1,39550,7.0,8,1,4.0,5,1,0,0
47,6.62365015618,16,3,3,3.0,2.0,3.0,27,2,1,20,4,4,1,1,2,4,1,34850,9.0,8,2,4.0,2,2,2,0
48,6.532518964747778,14,1,3,2.0,1.0,3.0,46,2,1,10,3,5,1,0,2,2,0,153790,1.0,8,0,24.0,1,24,15,0
49,6.0110408299863884,14,2,3,4.0,3.0,1.0,54,1,1,9,2,3,1,1,2,8,0,29830,7.0,8,1,33.0,2,5,1,0
50,5.572168674698611,18,3,3,3.0,2.0,1.0,23,2,2,6,4,1,1,1,3,4,2,103220,1.0,8,2,3.0,2,3,1,0
51,6.940734047300277,15,3,3,2.0,3.0,3.0,36,2,0,1,3,0,1,1,1,6,2,23770,6.0,8,2,15.0,3,1,0,0
52,6.073225122713056,15,3,3,4.0,1.0,3.0,40,2,1,1,4,1,1,1,2,2,1,69320,1.0,8,0,5.0,5,5,1,0
53,8.071975680499722,15,2,3,4.0,4.0,2.0,29,1,1,13,2,1,1,0,1,2,2,52200,1.0,8,0,1.0,3,1,1,1
54,6.206746987951667,11,3,3,4.0,4.0,3.0,39,2,1,2,3,5,1,1,3,0,0,102520,8.0,8,1,7.0,3,2,2,0
55,6.059211289602778,9,3,4,3.0,4.0,2.0,30,0,2,10,2,1,1,1,3,2,2,188800,0.0,8,1,12.0,3,11,6,0
56,6.208324408745833,22,3,3,3.0,4.0,4.0,32,2,1,10,4,4,1,0,1,7,1,42330,1.0,8,0,10.0,5,10,0,0
57,7.381318607764166,10,2,3,3.0,2.0,2.0,35,2,2,20,2,1,1,1,1,2,1,51540,0.0,8,0,12.0,2,11,6,0
58,9.240784248103331,6,2,3,3.0,4.0,3.0,33,0,1,18,2,3,1,0,2,0,0,63850,1.0,8,0,7.0,6,6,1,0
59,5.797681838464722,12,3,3,1.0,1.0,3.0,20,2,1,29,3,1,1,0,3,2,2,27070,1.0,8,0,1.0,2,1,0,1
60,6.285761936635278,14,3,3,1.0,3.0,1.0,39,1,1,2,3,5,1,0,2,3,2,131940,0.0,8,0,10.0,2,9,3,0
61,7.439197902721944,5,2,3,4.0,3.0,1.0,32,2,1,6,3,5,1,1,1,6,1,36600,3.0,8,2,10.0,0,4,0,0
62,6.515506470325556,22,3,3,1.0,1.0,3.0,49,1,2,6,5,3,1,0,2,0,2,23420,3.0,8,0,20.0,2,4,1,1
63,7.488596608656667,6,1,3,3.0,4.0,4.0,31,1,1,2,2,3,1,0,2,4,2,53960,7.0,8,1,3.0,2,1,0,1
64,9.01836791610861,17,3,3,4.0,4.0,3.0,28,1,1,2,3,1,1,0,2,8,1,21270,1.0,8,0,2.0,3,2,2,0
65,7.381584114234444,7,3,3,1.0,1.0,2.0,38,1,2,4,3,3,1,1,2,6,0,23060,2.0,8,1,13.0,5,4,1,0
66,6.9203145917,19,3,3,1.0,3.0,3.0,43,2,1,3,3,3,1,1,1,6,1,90940,1.0,8,1,10.0,0,10,0,0
67,8.694279339580278,6,3,3,4.0,3.0,2.0,37,2,2,9,4,2,1,0,2,2,1,20860,4.0,8,0,17.0,3,3,1,0
68,6.62479361892,6,2,3,3.0,3.0,1.0,35,2,1,6,3,1,1,0,3,2,2,31020,1.0,8,1,6.0,3,5,1,0
69,7.0714357429716665,15,3,3,1.0,3.0,3.0,37,2,1,20,5,1,1,1,2,3,2,68040,4.0,8,1,8.0,1,3,0,0
70,9.197425256581669,18,3,3,2.0,4.0,2.0,40,2,1,2,4,4,1,1,4,6,1,50330,2.0,8,2,6.0,6,4,0,0
71,7.1154228023202775,3,4,3,2.0,4.0,3.0,42,2,2,21,2,1,1,0,1,0,2,22010,4.0,8,1,16.0,3,1,0,0
72,10.169387550200556,8,2,4,4.0,2.0,3.0,35,2,2,2,1,5,1,1,2,2,1,18590,0.0,8,1,4.0,2,3,0,0
73,6.691999107541111,20,3,3,2.0,4.0,2.0,30,2,2,9,4,2,1,1,1,2,1,87220,1.0,8,1,10.0,3,10,0,0
74,10.547551316376389,10,3,3,4.0,1.0,3.0,46,2,2,12,3,2,1,0,3,0,0,89430,8.0,8,1,19.0,6,16,1,0
75,7.748540829986389,7,3,4,1.0,3.0,2.0,25,2,1,2,4,3,1,0,2,4,0,27850,0.0,8,0,6.0,2,5,0,0
76,6.890585676037222,7,1,3,4.0,2.0,4.0,20,2,1,17,4,3,1,0,1,8,2,22930,1.0,8,2,1.0,3,1,0,0
77,8.088929049531389,20,3,4,4.0,3.0,4.0,29,1,1,8,4,1,1,0,1,7,2,23770,8.0,8,1,10.0,2,3,0,0
78,5.508211735831944,20,3,3,3.0,3.0,3.0,36,2,2,1,2,2,1,0,2,7,0,86060,1.0,8,2,17.0,3,17,12,0
79,5.723318830878889,22,2,3,1.0,3.0,1.0,37,2,2,10,4,2,1,0,3,1,1,30720,5.0,8,0,17.0,3,14,11,1
80,6.7463688085675,9,3,3,3.0,,3.0,26,1,2,14,3,1,1,1,2,3,2,75100,0.0,8,3,7.0,3,6,0,1
81,9.640771976795833,9,1,3,2.0,2.0,2.0,58,2,2,3,3,2,1,0,1,6,1,52060,4.0,8,3,9.0,4,1,0,0
82,7.806171352074722,5,3,3,3.0,1.0,3.0,30,2,2,7,3,1,1,1,3,7,0,23130,2.0,8,0,12.0,5,7,1,0
83,7.227138554216666,6,2,3,2.0,3.0,3.0,25,2,1,2,3,1,1,1,1,6,1,190940,1.0,8,0,7.0,3,7,0,0
84,5.766157965193889,14,2,3,4.0,3.0,3.0,52,2,1,29,3,1,1,1,2,4,1,29420,8.0,8,1,9.0,1,5,1,0
85,6.871410084783333,7,3,3,3.0,1.0,3.0,43,1,1,5,3,3,1,0,2,2,1,96990,8.0,8,1,18.0,3,8,0,0
86,6.515682730923611,10,4,3,3.0,1.0,2.0,26,2,1,2,2,1,1,1,2,6,2,20800,0.0,8,0,8.0,6,7,7,0
87,6.9050513163763885,11,2,4,4.0,2.0,3.0,49,2,2,2,2,3,1,0,1,7,1,63800,6.0,8,1,22.0,1,9,2,0
88,9.836432396251666,11,1,3,3.0,4.0,2.0,28,2,1,15,4,1,1,1,2,7,1,41970,1.0,8,0,1.0,3,1,0,1
89,6.296951137884722,8,3,4,4.0,4.0,4.0,32,1,2,2,3,2,1,1,3,2,0,77560,0.0,8,0,9.0,3,8,0,0
90,8.894717759928334,13,3,3,1.0,2.0,3.0,36,2,1,1,3,3,1,1,2,7,2,53090,3.0,8,0,15.0,5,5,0,0
91,9.162842481035,16,2,3,4.0,2.0,3.0,40,2,2,8,1,4,1,1,1,2,2,59850,2.0,8,3,9.0,1,5,1,1
92,7.554045069165277,17,4,3,1.0,3.0,2.0,53,0,1,10,4,3,1,1,2,0,1,20700,4.0,8,2,27.0,2,3,0,0
93,5.925844489067222,7,3,3,4.0,3.0,3.0,30,2,1,1,4,5,1,0,1,6,2,53010,1.0,8,1,10.0,3,10,1,0
94,8.972376171351945,16,3,3,4.0,3.0,4.0,38,2,1,2,4,1,1,0,3,7,1,50790,3.0,8,0,10.0,3,5,0,0
95,9.978037706380832,19,3,4,3.0,2.0,3.0,31,2,1,1,3,1,1,1,4,1,2,28670,0.0,8,0,3.0,5,2,2,0
96,6.299940874609445,10,2,3,3.0,1.0,3.0,33,1,2,9,2,2,1,1,4,1,1,29090,2.0,8,0,10.0,2,5,1,0
97,5.9234002677375,16,2,3,1.0,3.0,1.0,37,2,2,10,4,2,1,0,3,1,1,30720,5.0,8,0,17.0,3,14,11,1
98,6.446319723337778,15,3,4,3.0,3.0,3.0,34,0,1,28,3,3,1,1,1,2,1,56770,9.0,8,1,6.0,3,3,1,0
99,5.849790272199722,10,3,3,3.0,1.0,3.0,24,2,2,10,2,2,1,1,1,4,0,23560,0.0,8,0,2.0,5,1,0,0
100,8.385918116911945,19,2,3,2.0,1.0,4.0,36,2,1,25,1,1,1,0,4,7,1,170070,9.0,8,1,6.0,2,1,0,0
101,5.690549977688334,21,3,3,4.0,1.0,3.0,30,1,2,9,3,1,1,1,1,5,2,95820,0.0,8,1,10.0,2,9,0,0
102,7.645189647478611,21,3,3,3.0,3.0,2.0,53,2,1,11,4,1,1,0,2,6,1,21480,3.0,8,0,21.0,2,5,1,0
103,7.843922356090833,5,4,3,3.0,3.0,2.0,37,2,1,29,4,5,1,1,1,2,1,78800,3.0,8,1,9.0,2,4,0,0
104,6.956659973226111,8,2,3,2.0,3.0,3.0,50,1,2,4,2,1,1,0,2,2,0,167990,7.0,8,1,12.0,2,6,0,1
105,8.088962516733334,20,2,3,4.0,3.0,3.0,35,2,1,9,2,1,1,0,1,0,1,31400,1.0,8,1,17.0,2,17,5,0
106,7.4154562695225,18,4,3,3.0,1.0,3.0,37,2,1,5,3,1,1,1,4,6,1,21440,6.0,8,0,17.0,3,5,0,0
107,6.964200133868611,21,3,3,2.0,2.0,3.0,30,1,1,8,4,3,1,1,1,7,2,191440,0.0,8,0,4.0,3,3,1,1
108,6.471661088799444,11,3,3,2.0,1.0,3.0,45,2,1,1,2,3,1,0,1,7,0,70830,2.0,8,1,25.0,5,1,0,0
109,7.520837795626944,6,3,4,2.0,4.0,2.0,41,2,2,6,3,3,1,1,1,7,0,102390,3.0,8,3,23.0,3,21,12,0
110,6.836571842927222,17,3,3,3.0,3.0,3.0,40,0,1,1,1,1,1,1,1,2,0,42860,9.0,8,0,6.0,6,4,0,0
111,10.234273761713334,4,3,4,4.0,3.0,4.0,30,0,2,25,4,4,1,1,1,0,1,53800,7.0,8,1,4.0,0,2,2,0
112,9.943325524319444,4,2,3,3.0,4.0,3.0,59,2,1,16,4,3,1,0,5,2,2,186650,3.0,8,0,30.0,3,5,4,0
113,7.11708389112,6,2,3,3.0,4.0,3.0,29,2,2,4,3,4,1,0,2,1,2,35390,1.0,8,0,6.0,2,6,1,0
114,9.31242748772861,12,3,3,2.0,1.0,3.0,40,2,1,22,2,5,1,1,1,0,1,23230,2.0,8,1,18.0,2,1,0,0
115,6.201927710843333,16,3,3,1.0,1.0,4.0,56,2,1,10,4,4,1,1,2,8,1,42580,2.0,8,0,5.0,2,3,1,0
116,6.5847043730475,15,4,3,4.0,1.0,1.0,48,2,1,8,1,3,1,1,2,2,1,53760,7.0,8,1,21.0,3,3,0,0
117,5.67755243195,19,3,3,1.0,2.0,2.0,40,2,1,1,4,3,1,1,2,6,0,192320,2.0,8,1,11.0,3,1,0,0
118,8.893444890673612,5,3,3,4.0,1.0,3.0,52,2,2,2,1,3,1,1,1,2,0,99800,,8,1,18.0,2,10,6,0
119,6.662835787594722,15,3,3,1.0,1.0,4.0,23,2,1,2,3,1,1,1,1,0,1,76370,2.0,8,1,5.0,3,3,0,0
120,7.412976349843611,19,3,3,2.0,2.0,1.0,37,2,1,22,3,1,1,0,2,0,1,174440,1.0,8,0,8.0,4,8,7,0
121,5.8924631860775,13,2,3,2.0,1.0,2.0,29,2,2,9,3,1,1,1,1,2,2,111030,1.0,8,0,10.0,5,10,0,0
122,5.719342927264444,22,3,3,2.0,3.0,3.0,41,0,1,19,1,1,1,1,2,6,0,58280,1.0,8,0,21.0,0,21,5,0
123,6.3620716198125,18,1,3,2.0,1.0,3.0,46,2,1,10,3,5,1,0,2,2,0,153790,1.0,8,0,24.0,1,24,15,0
124,6.139275992860278,6,2,3,3.0,4.0,2.0,28,2,2,7,5,1,1,0,2,8,0,171230,5.0,8,1,6.0,2,4,0,1
125,10.63076639892889,8,3,3,1.0,4.0,2.0,44,2,1,22,3,3,1,0,1,2,1,104530,2.0,8,1,10.0,2,3,0,0
126,6.994064033913333,20,4,3,4.0,4.0,3.0,37,2,1,16,3,1,1,1,3,3,2,33880,3.0,8,0,4.0,2,1,0,0
127,6.1098951360997225,18,3,3,4.0,3.0,3.0,24,2,2,28,3,1,1,0,1,0,0,118490,1.0,8,1,5.0,3,4,3,0
128,10.658385765283333,1,2,3,4.0,3.0,3.0,29,2,2,29,4,1,1,1,2,2,2,21270,0.0,8,1,10.0,3,9,0,0
129,9.170238732708611,13,3,3,4.0,3.0,3.0,24,2,1,5,1,4,1,1,1,4,1,43350,1.0,8,1,5.0,5,5,0,0
130,6.529568273092222,17,2,3,3.0,1.0,2.0,30,1,2,3,2,3,1,1,2,0,2,28620,5.0,8,0,9.0,2,6,0,1
131,5.756520526550555,15,2,3,2.0,2.0,3.0,27,2,1,11,2,3,1,1,1,3,1,43930,1.0,8,1,8.0,2,8,0,0
132,5.920894689870556,23,2,3,3.0,3.0,4.0,38,2,1,1,3,3,1,0,1,1,1,38160,1.0,8,2,7.0,2,7,5,0
133,9.046835118250556,13,3,3,3.0,1.0,3.0,35,0,1,5,4,5,1,0,3,4,1,48980,2.0,8,2,10.0,2,4,2,0
134,7.950911423471389,13,3,3,1.0,2.0,4.0,19,0,2,2,2,4,1,1,3,0,2,98240,1.0,8,0,1.0,2,1,0,1
135,7.290853413654444,17,3,3,3.0,2.0,3.0,41,0,2,6,3,1,1,0,1,5,2,27730,1.0,8,0,19.0,3,19,11,0
136,6.023237394020278,7,3,4,3.0,4.0,3.0,46,2,2,1,2,3,1,0,2,6,2,97140,1.0,8,0,9.0,0,9,4,1
137,6.737051539491112,19,3,3,3.0,3.0,2.0,38,2,1,5,3,5,1,1,1,7,1,63490,0.0,8,0,20.0,3,19,1,0
138,5.839661981258334,16,3,3,1.0,3.0,2.0,46,1,1,4,1,3,1,1,5,1,1,29110,5.0,8,0,28.0,3,2,1,0
139,9.893810798750556,19,2,3,1.0,4.0,2.0,28,2,1,9,4,3,1,1,1,7,1,56730,5.0,8,1,5.0,4,3,2,1
140,9.914504685408057,14,3,3,3.0,4.0,3.0,35,2,1,16,3,3,1,0,2,0,2,23940,1.0,8,1,9.0,3,9,1,0
141,6.536011825078056,13,3,3,3.0,2.0,3.0,49,2,1,7,3,5,1,0,2,7,0,50940,3.0,8,0,29.0,5,8,0,0
142,10.496800535475,7,3,3,4.0,4.0,3.0,31,2,2,6,3,4,1,1,1,4,0,45340,1.0,8,0,1.0,2,1,0,0
143,5.761374386434444,14,4,3,4.0,3.0,3.0,45,2,2,24,3,1,1,1,1,2,2,36290,8.0,8,1,8.0,2,5,0,0
144,7.643770638107778,5,3,3,3.0,1.0,3.0,36,2,2,2,4,5,1,1,4,7,2,54820,1.0,8,0,18.0,3,17,15,1
145,6.700513163766111,10,3,4,1.0,4.0,3.0,33,2,2,5,4,2,1,1,2,5,0,66520,7.0,8,0,8.0,5,4,1,1
146,6.285371485943611,16,3,3,2.0,2.0,1.0,51,2,1,2,1,3,1,0,1,4,1,39070,5.0,8,0,16.0,2,10,4,0
147,7.044742302543333,18,2,4,1.0,3.0,2.0,27,2,1,4,3,5,1,1,2,4,2,51710,0.0,8,1,9.0,1,8,0,0
148,5.692788933511666,12,3,3,1.0,4.0,3.0,44,2,1,21,4,1,1,0,2,2,1,62720,1.0,8,1,10.0,3,10,0,1
149,7.714944221329723,6,3,4,4.0,4.0,4.0,18,0,1,1,4,3,1,1,2,7,2,27200,1.0,8,1,0.0,2,0,0,0
150,7.377715305666944,7,2,4,1.0,1.0,3.0,36,2,1,14,3,4,1,1,2,6,1,39290,0.0,8,0,6.0,6,5,0,0
151,8.816842927264444,11,3,3,3.0,4.0,3.0,23,2,1,12,2,3,1,1,2,6,0,75250,1.0,8,2,3.0,2,3,0,1
152,7.198604417670556,4,3,3,3.0,1.0,2.0,36,2,1,24,3,4,1,0,3,5,1,63970,4.0,8,1,11.0,3,3,0,0
153,7.114261490405833,6,3,3,3.0,2.0,3.0,32,1,2,10,3,1,1,0,1,7,1,102660,1.0,8,0,2.0,3,2,2,0
154,8.344863900044444,5,2,4,3.0,1.0,3.0,35,2,2,4,4,2,1,1,1,2,1,180410,3.0,8,1,15.0,3,7,1,0
155,6.063931280678055,20,3,3,4.0,4.0,3.0,45,0,1,2,3,3,1,0,2,6,2,103680,6.0,8,2,23.0,2,19,12,0
156,9.734163319946388,2,4,3,3.0,1.0,4.0,31,0,2,23,1,3,1,1,1,7,0,38670,1.0,8,1,4.0,4,4,2,0
157,6.48505577867,17,2,3,2.0,2.0,2.0,35,2,2,7,4,1,1,1,1,8,0,24380,7.0,8,0,10.0,5,7,6,0
158,5.739139892904722,11,3,3,3.0,3.0,3.0,36,2,2,1,2,2,1,0,2,7,0,86060,1.0,8,2,17.0,3,17,12,0
159,10.4885296742525,12,3,3,1.0,4.0,3.0,37,0,1,1,3,3,1,1,2,7,0,41270,2.0,8,1,15.0,2,5,0,0
160,5.763994868362222,9,3,3,3.0,3.0,3.0,26,2,2,28,3,3,1,0,5,2,1,51510,1.0,8,3,8.0,3,8,7,0
161,7.423312137438611,15,1,3,4.0,4.0,2.0,32,2,1,2,3,1,1,1,5,6,2,30380,1.0,8,0,10.0,5,10,0,0
162,7.233784024988611,19,3,4,2.0,4.0,2.0,32,2,1,3,4,3,1,0,4,7,0,30380,2.0,8,0,8.0,3,5,0,0
163,6.232214413208333,21,3,4,4.0,3.0,3.0,27,1,2,24,3,1,1,1,4,0,2,31720,1.0,8,1,9.0,1,9,1,0
164,6.781749219098611,20,3,3,1.0,3.0,4.0,37,2,2,4,3,2,1,1,4,1,0,160320,1.0,8,0,7.0,2,7,0,0
165,7.4196017402944445,12,3,3,3.0,1.0,4.0,25,2,2,5,3,2,1,0,4,6,1,27560,1.0,8,2,5.0,2,5,0,0
166,9.567613788487222,6,1,3,4.0,1.0,2.0,42,2,1,6,3,3,1,1,2,2,0,100080,6.0,8,1,9.0,3,4,1,0
167,7.028778447121667,19,4,3,1.0,3.0,3.0,31,2,1,3,2,1,1,1,3,2,1,77560,1.0,8,2,6.0,3,5,0,0
168,7.167636099955278,16,2,3,2.0,1.0,3.0,26,0,1,21,1,1,1,0,1,4,2,135250,8.0,8,1,7.0,4,2,2,1
169,7.643144801427778,14,3,3,2.0,4.0,3.0,41,2,1,4,2,3,1,1,2,6,1,25430,3.0,8,0,6.0,3,1,0,0
170,6.098596608656667,8,2,3,1.0,2.0,3.0,22,2,1,16,5,4,1,1,1,6,1,29910,1.0,8,2,2.0,3,2,1,0
171,7.846302989736666,10,2,4,4.0,3.0,3.0,34,0,1,7,4,3,1,0,1,6,0,196260,1.0,8,0,15.0,5,15,0,0
172,5.716197010263056,15,3,3,1.0,3.0,2.0,36,2,1,7,2,1,1,0,1,6,0,56600,7.0,8,0,9.0,3,1,0,1
173,9.571763721552776,5,1,3,4.0,1.0,2.0,42,2,1,6,3,3,1,1,2,2,0,100080,6.0,8,1,9.0,3,4,1,0
174,7.224125390450555,18,3,3,2.0,2.0,3.0,33,2,2,3,3,1,1,1,3,3,1,97250,1.0,8,0,14.0,0,14,2,0
175,7.929331771530555,12,3,4,3.0,2.0,3.0,58,2,1,2,4,1,1,1,1,6,0,26220,2.0,8,0,24.0,3,6,0,0
176,8.090905845604444,4,3,3,1.0,4.0,3.0,33,1,2,29,4,1,1,0,1,1,2,31800,1.0,8,1,15.0,2,15,8,0
177,6.6805087014725,18,3,3,4.0,2.0,3.0,33,2,1,1,1,1,1,1,1,6,2,42560,1.0,8,3,5.0,1,5,0,0
178,5.517696340919167,19,2,3,3.0,2.0,2.0,28,2,1,5,1,5,1,1,2,2,1,25590,1.0,8,0,8.0,3,8,1,0
179,6.171856314145278,6,2,3,3.0,4.0,2.0,27,2,2,3,3,1,1,1,1,3,2,66940,1.0,8,1,6.0,2,6,1,0
180,7.538845381525833,6,3,3,3.0,4.0,3.0,43,1,1,7,4,3,1,1,4,6,2,24390,0.0,8,0,9.0,2,8,1,0
181,6.6194667559125,10,2,3,3.0,3.0,3.0,39,2,2,3,4,2,1,0,2,2,2,26100,7.0,8,0,9.0,2,4,2,0
182,5.639393128067778,15,3,3,1.0,4.0,3.0,44,2,1,21,4,1,1,0,2,2,1,62720,1.0,8,1,10.0,3,10,0,1
183,9.716358768406945,5,2,3,4.0,4.0,3.0,34,2,1,1,2,3,1,0,2,0,1,176650,0.0,8,0,6.0,5,5,1,0
184,7.365277777777778,14,2,3,1.0,3.0,3.0,47,2,1,1,4,1,1,1,2,7,2,42490,2.0,8,1,25.0,2,17,12,0
185,9.049416555109168,4,3,3,4.0,4.0,2.0,34,2,1,8,1,1,1,0,3,2,1,25850,3.0,8,0,9.0,5,4,0,0
